Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Chevrolet,Cruze,2017,regular unleaded,153,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,40,30,1385,19525
Chevrolet,Cruze,2017,regular unleaded,153,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,28,1385,23945
Chevrolet,Equinox,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel",Compact,4dr SUV,29,20,1385,26270
Chevrolet,Equinox,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,"Crossover,Flex Fuel",Compact,4dr SUV,32,22,1385,26170
Chevrolet,Equinox,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel",Compact,4dr SUV,29,20,1385,27920
Chevrolet,Equinox,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,"Crossover,Flex Fuel",Compact,4dr SUV,32,22,1385,28170
Chevrolet,Equinox,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,"Crossover,Flex Fuel",Compact,4dr SUV,32,22,1385,31920
Chevrolet,Equinox,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel",Compact,4dr SUV,29,20,1385,33670
Chevrolet,Equinox,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,"Crossover,Flex Fuel",Compact,4dr SUV,32,22,1385,24520
Chevrolet,Equinox,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,"Crossover,Flex Fuel",Compact,4dr SUV,32,22,1385,22120
Chevrolet,Equinox,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel",Compact,4dr SUV,29,20,1385,29920
Chevrolet,Equinox,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,22600
Chevrolet,Equinox,2016,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,1385,31490
Chevrolet,Equinox,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,29740
Chevrolet,Equinox,2016,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,1385,26960
Chevrolet,Equinox,2016,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,1385,28200
Chevrolet,Equinox,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,25210
Chevrolet,Equinox,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,26450
Chevrolet,Equinox,2017,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,25510
Chevrolet,Equinox,2017,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,28,20,1385,27260
Chevrolet,Equinox,2017,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,26750
Chevrolet,Equinox,2017,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,23100
Chevrolet,Equinox,2017,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,28,20,1385,31790
Chevrolet,Equinox,2017,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,30040
Chevrolet,Equinox,2017,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,28,20,1385,28500
Chevrolet,Express Cargo,2014,flex-fuel (unleaded/E85),310,8,AUTOMATIC,all wheel drive,3,Flex Fuel,Midsize,Cargo Van,17,13,1385,32760
Chevrolet,Express Cargo,2014,regular unleaded,195,6,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Cargo Van,19,14,1385,27710
Chevrolet,Express,2014,flex-fuel (unleaded/E85),310,8,AUTOMATIC,all wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,13,1385,34525
Chevrolet,Express,2014,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,1385,34160
Chevrolet,Express,2014,flex-fuel (unleaded/E85),310,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,13,1385,30970
Chevrolet,Express,2014,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Passenger Van,17,11,1385,36030
Chevrolet,Express,2014,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,1385,31865
Chevrolet,Express,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,1385,32190
Chevrolet,Express,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,1385,34485
Chevrolet,Express,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,1385,35915
Chevrolet,Express,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Passenger Van,17,11,1385,36700
Chevrolet,Express,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Passenger Van,17,11,1385,36355
Chevrolet,Express,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,1385,34015
Chevrolet,Express,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Passenger Van,16,11,1385,37500
Chevrolet,Express,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,16,11,1385,32990
Chevrolet,Express,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,16,11,1385,35285
Chevrolet,Express,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,16,11,1385,36715
Chevrolet,Express,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,16,11,1385,34815
Chevrolet,Express,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Passenger Van,16,11,1385,37155
Chevrolet,HHR,2009,flex-fuel (unleaded/E85),155,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Compact,Wagon,30,22,1385,20720
Chevrolet,HHR,2009,premium unleaded (recommended),260,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Compact,Wagon,29,21,1385,25135
Chevrolet,HHR,2009,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Wagon,32,22,1385,18720
Chevrolet,HHR,2009,premium unleaded (recommended),260,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Compact,Wagon,29,21,1385,24815
Chevrolet,HHR,2009,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Wagon,32,22,1385,19030
Chevrolet,HHR,2009,flex-fuel (unleaded/E85),155,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Compact,Wagon,30,22,1385,21030
Chevrolet,HHR,2010,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Wagon,32,22,1385,20030
Chevrolet,HHR,2010,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Wagon,32,22,1385,18720
Chevrolet,HHR,2010,premium unleaded (recommended),260,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Compact,Wagon,29,21,1385,26255
Chevrolet,HHR,2010,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Wagon,32,22,1385,19720
Chevrolet,HHR,2010,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Wagon,32,22,1385,19030
Chevrolet,HHR,2011,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Wagon,32,22,1385,18720
Chevrolet,HHR,2011,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Wagon,32,22,1385,19030
Chevrolet,HHR,2011,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Wagon,32,22,1385,19720
Chevrolet,Impala Limited,2014,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,30,18,1385,26840
Chevrolet,Impala Limited,2014,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,30,18,1385,25830
Chevrolet,Impala Limited,2014,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,30,18,1385,30535
Chevrolet,Impala Limited,2015,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,30,18,,26840
Chevrolet,Impala Limited,2015,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,30,18,,25830
Chevrolet,Impala Limited,2015,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,30,18,,30535
Chevrolet,Impala Limited,2016,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,30,18,,26840
Chevrolet,Impala Limited,2016,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,30,18,,30535
Chevrolet,Impala Limited,2016,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,30,18,,25830
Chevrolet,Impala,2015,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,,Large,Sedan,31,21,,34465
Chevrolet,Impala,2015,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,,Large,Sedan,31,21,,27060
Chevrolet,Impala,2015,flex-fuel (unleaded/natural gas),,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,25,17,,40660
Chevrolet,Impala,2015,flex-fuel (unleaded/E85),305,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,29,19,,35440
Chevrolet,Impala,2015,flex-fuel (unleaded/E85),305,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,29,19,,30285
Chevrolet,Impala,2015,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,,Large,Sedan,31,21,,29310
Chevrolet,Impala,2015,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,,Large,Sedan,31,21,,27060
Chevrolet,Impala,2015,flex-fuel (unleaded/natural gas),,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,25,17,,37535
Chevrolet,Impala,2016,flex-fuel (unleaded/natural gas),,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,25,17,,40810
Chevrolet,Impala,2016,flex-fuel (unleaded/E85),305,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,29,19,,35540
Chevrolet,Impala,2016,flex-fuel (unleaded/natural gas),,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,25,17,,37570
Chevrolet,Impala,2016,flex-fuel (unleaded/E85),305,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,29,19,,30435
Chevrolet,Impala,2016,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,,Large,Sedan,31,22,,27095
Chevrolet,Impala,2016,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,,Large,Sedan,31,22,,29460
Chevrolet,Impala,2016,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,,Large,Sedan,31,22,,27095
Chevrolet,Impala,2017,flex-fuel (unleaded/E85),305,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,28,19,,35645
Chevrolet,Impala,2017,flex-fuel (unleaded/natural gas),,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,25,17,,37675
Chevrolet,Impala,2017,flex-fuel (unleaded/natural gas),,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,25,17,,40915
Chevrolet,Lumina Minivan,1994,regular unleaded,120,6,AUTOMATIC,front wheel drive,3,,Compact,Passenger Minivan,21,17,,2000
Chevrolet,Lumina Minivan,1994,regular unleaded,120,6,AUTOMATIC,front wheel drive,3,,Compact,Cargo Minivan,21,17,,2000
Chevrolet,Lumina Minivan,1995,regular unleaded,120,6,AUTOMATIC,front wheel drive,3,,Compact,Passenger Minivan,21,17,,2000
Chevrolet,Lumina Minivan,1995,regular unleaded,120,6,AUTOMATIC,front wheel drive,3,,Compact,Cargo Minivan,21,17,,2000
Chevrolet,Lumina Minivan,1996,regular unleaded,180,6,AUTOMATIC,front wheel drive,3,,Compact,Passenger Minivan,24,17,,2000
Chevrolet,Lumina Minivan,1996,regular unleaded,180,6,AUTOMATIC,front wheel drive,3,,Compact,Cargo Minivan,24,17,,2000
Chevrolet,Lumina,1999,regular unleaded,160,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,26,17,,2000
Chevrolet,Lumina,1999,regular unleaded,160,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,26,17,,2000
Chevrolet,Lumina,1999,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,27,17,,2044
Chevrolet,Lumina,2000,regular unleaded,175,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,27,18,,2100
Chevrolet,Lumina,2001,regular unleaded,175,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,26,18,,18890
Chevrolet,Malibu Classic,2008,regular unleaded,219,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,29,18,,20320
Chevrolet,Malibu Classic,2008,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,30,22,,17935
Chevrolet,Malibu Classic,2008,regular unleaded,219,6,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,29,18,,19695
Chevrolet,Malibu Hybrid,2008,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,32,24,,23640
Chevrolet,Malibu Hybrid,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,34,26,,25555
Chevrolet,Malibu Hybrid,2010,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,34,26,,25925
Chevrolet,Malibu Limited,2016,regular unleaded,197,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,34,24,,23835
Chevrolet,Malibu Limited,2016,regular unleaded,197,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,34,24,,22565
Chevrolet,Malibu Limited,2016,regular unleaded,197,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,34,24,,28420
Chevrolet,Malibu Limited,2016,regular unleaded,197,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,34,24,,22565
Chevrolet,Malibu Maxx,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Hatchback,Midsize,4dr Hatchback,28,20,,24610
Chevrolet,Malibu Maxx,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Hatchback,Midsize,4dr Hatchback,28,20,,21465
Chevrolet,Malibu Maxx,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Hatchback,Midsize,4dr Hatchback,28,20,,20965
Chevrolet,Malibu Maxx,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,Hatchback,Midsize,4dr Hatchback,28,20,,23465
Chevrolet,Malibu Maxx,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,Hatchback,Midsize,4dr Hatchback,28,20,,20165
Chevrolet,Malibu Maxx,2006,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Midsize,4dr Hatchback,24,16,,23265
Chevrolet,Malibu Maxx,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,Hatchback,Midsize,4dr Hatchback,28,20,,19565
Chevrolet,Malibu Maxx,2007,regular unleaded,217,6,AUTOMATIC,front wheel drive,4,Hatchback,Midsize,4dr Hatchback,28,18,,20575
Chevrolet,Malibu Maxx,2007,regular unleaded,217,6,AUTOMATIC,front wheel drive,4,Hatchback,Midsize,4dr Hatchback,28,18,,19795
Chevrolet,Malibu Maxx,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Midsize,4dr Hatchback,22,15,,23710
Chevrolet,Malibu Maxx,2007,regular unleaded,217,6,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Midsize,4dr Hatchback,28,18,,23915
Chevrolet,Malibu,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,25,,28195
Chevrolet,Malibu,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,25,,25470
Chevrolet,Malibu,2015,premium unleaded (recommended),259,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,30,21,,30355
Chevrolet,Malibu,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,25,,22340
Chevrolet,Malibu,2015,premium unleaded (recommended),259,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,30,21,,27005
Chevrolet,Malibu,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,25,,23610
Chevrolet,Malibu,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,25,,22340
Chevrolet,Malibu,2016,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,37,27,,21625
Chevrolet,Malibu,2016,premium unleaded (recommended),250,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,22,,28620
Chevrolet,Malibu,2016,regular unleaded,182,4,DIRECT_DRIVE,front wheel drive,4,Hybrid,Midsize,Sedan,46,47,,27770
Chevrolet,Malibu,2016,premium unleaded (recommended),250,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,22,,30920
Chevrolet,Malibu,2016,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,37,27,,23120
Chevrolet,Malibu,2016,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,37,27,,25020
Chevrolet,Malibu,2016,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,37,27,,23120
Chevrolet,Malibu,2017,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,27,,25125
Chevrolet,Malibu,2017,regular unleaded,182,4,DIRECT_DRIVE,front wheel drive,4,Hybrid,Midsize,Sedan,43,49,,27875
Chevrolet,Malibu,2017,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,27,,21680
Chevrolet,Malibu,2017,premium unleaded (recommended),250,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,22,,30975
Chevrolet,Malibu,2017,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,27,,23225
Chevrolet,Metro,1999,regular unleaded,55,3,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,42,34,,2000
Chevrolet,Metro,1999,regular unleaded,79,4,MANUAL,front wheel drive,4,,Compact,Sedan,39,33,,2000
Chevrolet,Metro,1999,regular unleaded,79,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,39,33,,2000
Chevrolet,Metro,2000,regular unleaded,79,4,MANUAL,front wheel drive,4,,Compact,Sedan,38,31,,2000
Chevrolet,Metro,2000,regular unleaded,55,3,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,41,32,,2000
Chevrolet,Metro,2000,regular unleaded,79,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,38,31,,2000
Chevrolet,Metro,2001,regular unleaded,79,4,AUTOMATIC,front wheel drive,4,,Compact,Sedan,31,26,,12515
Chevrolet,Monte Carlo,2005,regular unleaded,180,6,AUTOMATIC,front wheel drive,2,,Midsize,Coupe,29,19,,22280
Chevrolet,Monte Carlo,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,2,,Midsize,Coupe,28,18,,24690
Chevrolet,Monte Carlo,2005,premium unleaded (required),240,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,,28355
Chevrolet,Monte Carlo,2006,regular unleaded,242,6,AUTOMATIC,front wheel drive,2,,Midsize,Coupe,26,18,,24930
Chevrolet,Monte Carlo,2006,flex-fuel (unleaded/E85),211,6,AUTOMATIC,front wheel drive,2,Flex Fuel,Midsize,Coupe,29,19,,20830
Chevrolet,Monte Carlo,2006,regular unleaded,303,8,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,16,,26330
Chevrolet,Monte Carlo,2006,flex-fuel (unleaded/E85),211,6,AUTOMATIC,front wheel drive,2,Flex Fuel,Midsize,Coupe,29,19,,20330
Chevrolet,Monte Carlo,2006,regular unleaded,242,6,AUTOMATIC,front wheel drive,2,,Midsize,Coupe,26,18,,23430
Chevrolet,Monte Carlo,2007,regular unleaded,303,8,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,24,16,,27740
Chevrolet,Monte Carlo,2007,flex-fuel (unleaded/E85),211,6,AUTOMATIC,front wheel drive,2,Flex Fuel,Midsize,Coupe,29,19,,22625
Chevrolet,Monte Carlo,2007,flex-fuel (unleaded/E85),211,6,AUTOMATIC,front wheel drive,2,Flex Fuel,Midsize,Coupe,29,19,,21015
Chevrolet,Prizm,2000,regular unleaded,125,4,MANUAL,front wheel drive,4,,Compact,Sedan,34,27,,2130
Chevrolet,Prizm,2000,regular unleaded,125,4,MANUAL,front wheel drive,4,,Compact,Sedan,34,27,,2003
Chevrolet,Prizm,2001,regular unleaded,125,4,MANUAL,front wheel drive,4,,Compact,Sedan,37,27,,14155
Chevrolet,Prizm,2001,regular unleaded,125,4,MANUAL,front wheel drive,4,,Compact,Sedan,37,27,,16220
Chevrolet,Prizm,2002,regular unleaded,125,4,MANUAL,front wheel drive,4,,Compact,Sedan,37,27,,14330
Chevrolet,Prizm,2002,regular unleaded,125,4,MANUAL,front wheel drive,4,,Compact,Sedan,37,27,,16395
Chevrolet,S-10 Blazer,1992,regular unleaded,160,6,MANUAL,four wheel drive,2,,Compact,2dr SUV,20,15,,2000
Chevrolet,S-10 Blazer,1992,regular unleaded,160,6,MANUAL,four wheel drive,2,,Compact,2dr SUV,20,15,,2000
Chevrolet,S-10 Blazer,1992,regular unleaded,160,6,MANUAL,rear wheel drive,2,,Compact,2dr SUV,22,16,,2000
Chevrolet,S-10 Blazer,1992,regular unleaded,160,6,MANUAL,rear wheel drive,4,,Midsize,4dr SUV,22,16,,2000
Chevrolet,S-10 Blazer,1992,regular unleaded,160,6,MANUAL,rear wheel drive,4,,Midsize,4dr SUV,22,16,,2000
Chevrolet,S-10 Blazer,1992,regular unleaded,160,6,MANUAL,four wheel drive,4,,Midsize,4dr SUV,20,15,,2000
Chevrolet,S-10 Blazer,1992,regular unleaded,160,6,MANUAL,rear wheel drive,2,,Compact,2dr SUV,22,16,,2000
Chevrolet,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,rear wheel drive,4,,Midsize,4dr SUV,22,16,,2000
Chevrolet,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,four wheel drive,4,,Midsize,4dr SUV,20,15,,2000
Chevrolet,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,rear wheel drive,4,,Midsize,4dr SUV,22,16,,2000
,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,four wheel drive,2,,Compact,2dr SUV,20,15,,2000
,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,four wheel drive,2,,Compact,2dr SUV,20,15,,2000
,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,rear wheel drive,2,,Compact,2dr SUV,22,16,,2000
,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,rear wheel drive,2,,Compact,2dr SUV,22,16,,2000
,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,rear wheel drive,2,,Compact,2dr SUV,22,16,,2000
,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,four wheel drive,4,,Midsize,4dr SUV,20,15,,2000
,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,four wheel drive,2,,Compact,2dr SUV,20,15,,2000
,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,rear wheel drive,4,,Midsize,4dr SUV,22,16,,2000
,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,four wheel drive,4,,Midsize,4dr SUV,20,15,,2000
,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,rear wheel drive,2,,Compact,2dr SUV,20,15,,2000
,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,four wheel drive,4,,Midsize,4dr SUV,20,15,,2000
,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,rear wheel drive,4,,Midsize,4dr SUV,20,15,,2000
,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,rear wheel drive,2,,Compact,2dr SUV,20,15,,2000
,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,rear wheel drive,4,,Midsize,4dr SUV,20,15,,2000
,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,four wheel drive,2,,Compact,2dr SUV,20,15,,2000
,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,four wheel drive,4,,Midsize,4dr SUV,20,15,,2000
,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,four wheel drive,4,,Midsize,4dr SUV,20,15,,2000
,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,rear wheel drive,2,,Compact,2dr SUV,20,15,,2000
,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,rear wheel drive,4,,Midsize,4dr SUV,20,15,,2000
,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,four wheel drive,2,,Compact,2dr SUV,20,15,,2000
,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,four wheel drive,2,,Compact,2dr SUV,20,15,,2000
,S-10,2002,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Performance,Compact,Extended Cab Pickup,20,15,,20984
,S-10,2002,flex-fuel (unleaded/E85),120,4,AUTOMATIC,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,23,17,,15406
,S-10,2002,flex-fuel (unleaded/E85),120,4,AUTOMATIC,rear wheel drive,3,Flex Fuel,Compact,Extended Cab Pickup,23,17,,21474
,S-10,2002,regular unleaded,190,6,MANUAL,four wheel drive,3,,Compact,Extended Cab Pickup,16,12,,19757
,S-10,2002,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Performance,Compact,Extended Cab Pickup,20,15,,23539
,S-10,2002,flex-fuel (unleaded/E85),120,4,MANUAL,rear wheel drive,3,Flex Fuel,Compact,Extended Cab Pickup,25,19,,15943
